id,district
29510123200,8
29510124600,8
29510125500,8
29101980000,5
29101960900,5
29101960200,5
29101960600,5
29183311422,7
29183310903,7
29183311322,7
29183312001,3
29183311802,3
29183311212,7
29183310902,7
29183311103,7
29183311001,7
29183311312,7
29077002502,2
29171960200,6
29171960100,6
29023950202,1
29019001503,3
29019001201,3
29023950201,1
29071800901,3
29077000502,2
29077000501,2
29187950902,1
29001950100,6
29001950300,6
29001950400,6
29001951000,6
29001950200,6
29001950900,6
29077002402,2
29183311132,7
29189210926,7
29199480200,6
29199480100,6
29189210600,7
29189220801,8
29189210400,7
29189221800,8
29189213202,8
29189221202,8
29189217931,7
29189218012,7
29189217701,7
29189214700,8
29189215302,8
29189210912,7
29189215105,7
29189217702,7
29189221503,7
29183311221,7
29183311391,7
29183311500,7
29183311721,7
29183311801,3
29183311903,7
29183310100,7
29183310400,7
29183311122,7
29097010700,5
29097011000,5
29097011100,5
29183311294,7
29097011400,5
29097011600,5
29097011700,5
29183311311,7
29183311331,7
29097011800,5
29009960500,5
29009960600,5
29185480100,5
29185480300,5
29185480200,5
29183310901,7
29183311114,7
29017950200,1
29017950300,1
29017950100,1
29025950202,6
29025950201,6
29047021003,4
29183311124,7
29183311203,7
29183311732,7
29009960302,5
29009960301,5
29009960202,5
29009960102,5
29009960101,5
29009960201,5
29163460100,6
29163460200,6
29163460400,6
29163460500,6
29163460300,6
29183310700,7
29183311211,7
29037060500,5
29037060100,4
29037060001,4
29037061100,5
29037060800,5
29037061001,5
29007950300,6
29007950700,6
29007950200,6
29007950400,6
29189211900,7
29189212300,8
29189212400,7
29149480100,1
29149480200,1
29149480300,1
29189217941,7
29189217942,7
29189218300,8
29189218500,8
29189218600,8
29189221502,7
29189212500,7
29189212600,7
29189218015,7
29189220447,1
29111970100,6
29111970400,6
29111970300,6
29111970200,6
29159480900,5
29019001703,3
29019001704,3
29019001508,3
29019001507,3
29019001506,3
29019001807,3
29019001402,3
29019001401,3
29189216300,8
29189216500,8
29189216600,8
29019001105,3
29019001107,3
29019001109,3
29019001106,3
29019001505,3
29019001603,3
29019001903,3
29019001904,3
29019001108,3
29019001110,3
29019001604,3
29019001806,3
29019001004,3
29147470100,6
29147470200,6
29147470400,6
29147470500,6
29019001003,3
29189216700,8
29001950502,6
29001950501,6
29510104500,8
29510106100,8
29189213102,7
29189213500,8
29189213800,8
29510105500,8
29189213900,8
29510105200,8
29510105300,8
29510105400,8
29510104200,8
29510103600,8
29510105198,8
29003010300,6
29003010400,6
29003010100,6
29019001001,3
29019001901,3
29019000200,3
29510106500,8
29510106600,8
29510106300,8
29510107200,8
29510106700,8
29510107400,8
29510107500,8
29510107600,8
29510111100,8
29510111200,8
29510111300,8
29019001803,3
29019001602,3
29019002000,3
29510112200,8
29510115400,8
29510115500,8
29510115600,8
29510119200,8
29510119300,8
29510120200,8
29510114200,8
29510114300,8
29510115100,8
29510110400,8
29510110500,8
29510110100,8
29510110200,8
29510112300,8
29510116100,8
29510116200,8
29510116400,8
29510107300,8
29510118600,8
29510113500,8
29510117100,8
29510115700,8
29510121200,8
29510115200,8
29510108200,7
29510108300,7
29510112400,8
29510115300,8
29019000700,3
29510117200,8
29510109700,8
29510106200,8
29510109600,7
29510118100,8
29510117400,8
29510126700,8
29019001300,3
29143960400,1
29143960300,1
29143960100,1
29143960600,1
29143960200,1
29143960500,1
29137960100,6
29137960300,6
29137960200,6
29189222000,1
29189221900,8
29189222100,7
29159480200,5
29063080102,6
29063080101,6
29183310602,7
29183311296,7
29183312204,3
29183312206,3
29183311153,7
29183312193,3
29183311733,7
29183312095,3
29183311904,3
29183311909,7
29183312192,3
29183312096,3
29113810402,6
29113810401,6
29011960300,5
29011960100,5
29011960200,5
29219820201,3
29107090602,5
29145020601,5
29145020501,5
29183311603,3
29183311604,3
29183311738,7
29183311740,7
29183311737,3
29183311739,7
29183312207,7
29183312208,7
29183312209,7
29141470503,2
29141470402,2
29141470401,2
29141470502,2
29141470501,2
29037060700,5
29037061200,5
29213480204,2
29213480404,2
29213480403,2
29213480203,2
29213480107,5
29213480208,2
29213480206,2
29213480205,2
29213480503,5
29213480504,2
29213480108,5
29213480109,5
29213480207,2
29219820104,3
29219820105,3
29219820109,3
29219820203,3
29219820204,3
29219820106,3
29219820107,3
29219820108,3
29039870101,5
29039870102,5
29173470300,6
29173470200,6
29173470100,6
29015460802,2
29015460701,2
29015460801,2
29015460702,5
29131962502,3
29131962702,3
29131962901,3
29131962801,2
29131962802,2
29131962902,3
29131962501,2
29131962701,3
29157470300,1
